code,name,lat,lng,iso_country,iso_region,municipality
BVZ,Beverley Springs Airport,-16.73329926,125.4329987,AU,AU-WA,
BWA,Gautam Buddha Airport,27.505685,83.416293,NP,NP-LU,Bhairawa
BWB,Barrow Island Airport,-20.86440086,115.4059982,AU,AU-WA,
BWC,Brawley Municipal Airport,32.99290085,-115.5169983,US,US-CA,Brawley
BWD,Brownwood Regional Airport,31.79360008,-98.95649719,US,US-TX,Brownwood
BWE,Braunschweig-Wolfsburg Airport,52.319199,10.5561,DE,DE-NI,Braunschweig
BWF,Barrow Walney Island Airport,54.1286111,-3.2675,GB,GB-ENG,Barrow-in-Furness
BWG,Bowling Green Warren County Regional Airport,36.96450043,-86.41970062,US,US-KY,Bowling Green
BWH,Butterworth Airport,5.465919971,100.3909988,MY,MY-07,Butterworth
BWI,Baltimore/Washington International Thurgood Marshall Airport,39.1754,-76.668297,US,US-MD,Baltimore
BWJ,Bawan Airport,-6.396944444,146.8816667,PG,PG-MPL,
BWK,Bol Airport,43.28570175,16.67970085,HR,HR-17,BraÄç Island
BWL,Earl Henry Airport,36.79589844,-97.31700134,US,US-OK,Blackwell
BWM,Bowman Regional Airport,46.1655193,-103.30075,US,US-ND,Bowman
BWN,Brunei International Airport,4.944200039,114.9280014,BN,BN-BM,Bandar Seri Begawan
BWO,Balakovo Airport,51.85829926,47.74560165,RU,RU-SAR,Balakovo
BWP,Bewani Airport,-3.021666667,141.1652778,PG,PG-SAN,Bewani
BWQ,Brewarrina Airport,-29.97389984,146.8170013,AU,AU-NSW,
BWT,Wynyard Airport,-40.99890137,145.7310028,AU,AU-TAS,Burnie
BWU,Sydney Bankstown Airport,-33.92440033,150.9880066,AU,AU-NSW,Sydney
BWW,Las Brujas Airport,22.62129974,-79.14720154,CU,CU-07,Cayo Santa Maria
BWX,Blimbingsari Airport,-8.31015,114.3401,ID,ID-JI,Banyuwangi
BWY,RAF Bentwaters,52.12749863,1.434720039,GB,GB-ENG,Woodbridge
BXA,George R Carr Memorial Air Field,30.81369972,-89.86499786,US,US-LA,Bogalusa
BXB,Babo Airport,-2.532239914,133.4389954,ID,ID-PB,Babo-Papua Island
BXD,Bade Airport,-7.714630127,139.5749969,ID,ID-PA,Bade-Papua Island
BXE,Bakel Airport,14.84729958,-12.46829987,SN,SN-TC,Bakel
BXF,Bellburn Airstrip,-17.545,128.305,AU,AU-WA,Pumululu National Park
BXG,Bendigo Airport,-36.73939896,144.3300018,AU,AU-VIC,
BXH,Balkhash Airport,46.8932991,75.00499725,KZ,KZ-KAR,Balkhash
BXI,Boundiali Airport,9.532999992,-6.467000008,CI,CI-03,Boundiali
BXJ,Boralday Airport,43.3526001,76.88369751,KZ,KZ-ALM,Aima Ata
BXK,Buckeye Municipal Airport,33.42039871,-112.685997,US,US-AZ,Buckeye
BXL,Blue Lagoon Seaplane Base,-16.943,177.368,FJ,FJ-W,Nanuya Lailai Island
BXM,Batom Airport,-4.166669846,140.8500061,ID,ID-PA,Batom-Papua Island
BXN,ImsÄ±k Airport,37.14009857,27.66970062,TR,TR-48,
BXO,Buochs Airport,46.974444,8.396944,CH,CH-NW,Buochs
BXP,BiaÅ‚a Podlaska Airfield,52.00078,23.1325278,PL,PL-LU,BiaÅ‚a Podlaska
BXR,Bam Airport,29.08419991,58.45000076,IR,IR-15,
BXS,Borrego Valley Airport,33.25899887,-116.3209991,US,US-CA,Borrego Springs
BXT,Bontang Airport,0.119691,117.474998,ID,ID-KI,Bontang-Borneo Island
BXU,Bancasi Airport,8.9515,125.4788,PH,PH-AGN,Butuan City
BXV,BreiÃ°dalsvÃ_k Airport,64.79000092,-14.02280045,IS,IS-7,BreiÃ°dalsvÃ_k
BXW,Bawean Airport,-5.723676,112.679592,ID,ID-JI,Bawean
BXX,Borama Airport,9.9463,43.1495,SO,SO-WO,Borama
BXY,Krainiy Airport,45.621994,63.210773,KZ,KZ-BAY,Baikonur
BXZ,Bunsil Airport,-5.7243,147.8667,PG,PG-MPL,Bunsil - Umboi Island
BYA,Boundary Airport,64.07830048,-141.1130066,US,US-AK,Boundary
BYB,Dibba Airport,25.6142292,56.24440002,OM,OM-MU,Dibba Al-Baya
BYC,Yacuiba Airport,-21.96089935,-63.65169907,BO,BO-T,YacuÃ_ba
BYD,Al-Bayda Airport,14.105974,45.441079,YE,YE-BA,Al-Bayda
BYF,Albert-Bray Airport,49.9715004,2.697659969,FR,FR-S,Albert/Bray
BYG,Johnson County Airport,44.3810997,-106.7220001,US,US-WY,Buffalo
BYH,Arkansas International Airport,35.96429825,-89.94400024,US,US-AR,Blytheville
BYI,Burley Municipal Airport,42.54259872,-113.7720032,US,US-ID,Burley
BYJ,Beja Airport / Airbase,38.078899,-7.9324,PT,PT-02,Beja
BYK,BouakÃ© Airport,7.738800049,-5.07366991,CI,CI-04,
BYL,Bella Yella Airport,7.369166667,-9.993722222,LR,LR-LO,Beliyela
BYM,Carlos Manuel de Cespedes Airport,20.39640045,-76.62139893,CU,CU-12,Bayamo
BYN,Bayankhongor Airport,46.16329956,100.7040024,MN,MN-069,Bayankhongor
BYO,Bonito Airport,-21.2473,-56.4525,BR,BR-MS,Bonito
BYP,Barimunya Airport,-22.6739006,119.1660004,AU,AU-WA,
BYQ,Bunyu Airport,3.455719948,117.8669968,ID,ID-KU,Bunju Island
BYR,LÃ_sÃ¸ Airport,57.27719879,11.00010014,DK,DK-81,LÃ_sÃ¸
BYS,Bicycle Lake Army Air Field,35.2804985,-116.6299973,US,US-CA,Fort Irwin/Barstow
BYT,Bantry Aerodrome,51.66859818,-9.48416996,IE,IE-C,Bantry
BYU,Bayreuth Airport,49.985001,11.64,DE,DE-BY,Bayreuth
BYV,Beira Lake Seaplane Base,6.929444444,79.85416667,LK,LK-1,Colombo
BYW,Blakely Island Airport,48.57899857,-122.8259964,US,US-WA,Blakely Island
BYX,Baniyala Airport,-13.19810009,136.227005,AU,AU-NT,Baniyala
BZA,San Pedro Airport,13.94999981,-84.59999847,NI,NI-AN,Bonanza
BZB,Bazaruto Island Airport,-21.5411,35.4729,MZ,MZ-I,Bazaruto Island
BZC,Umberto Modiano Airport,-22.77099991,-41.96289825,BR,BR-RJ,Cabo Frio
BZD,Balranald Airport,-34.62360001,143.5780029,AU,AU-NSW,
BZE,Philip S. W. Goldson International Airport,17.53910065,-88.30819702,BZ,BZ-BZ,Belize City
BZF,Benton Field,40.57490158,-122.4079971,US,US-CA,Redding
BZG,Bydgoszcz Ignacy Jan Paderewski Airport,53.09680176,17.97769928,PL,PL-KP,Bydgoszcz
BZH,Bumi Airport,-16.81699944,28.35000038,ZW,ZW-MW,Bumi
BZI,BalÄ±kesir Merkez Airport,39.61930084,27.9260006,TR,TR-10,
BZK,Bryansk Airport,53.214199,34.176399,RU,RU-BRY,Bryansk
BZL,Barisal Airport,22.8010006,90.30120087,BD,BD-1,Barisal
BZM,Bemolanga Airport,-17.6925,45.08883333,MG,MG-M,Bemolanga
BZN,Gallatin Field,45.77750015,-111.1529999,US,US-MT,Bozeman
BZO,Bolzano Airport,46.460201,11.3264,IT,IT-32,Bolzano
BZP,Bizant Airport,-14.74027778,144.1194444,AU,AU-QLD,Lakefield National Park
BZR,BÃ©ziers-Vias Airport,43.32350159,3.353899956,FR,FR-K,BÃ©ziers/Vias
BZS,Buzzards Point Seaplane Base,38.863,-77.011,US,US-DC,Washington
BZT,Eagle Air Park,28.98220062,-95.57969666,US,US-TX,Brazoria
BZU,Buta Zega Airport,2.818350077,24.79369926,CD,CD-OR,
BZV,Maya-Maya Airport,-4.251699924,15.25300026,CG,CG-12,Brazzaville
BZY,BÄƒlÈ›i International Airport,47.843056,27.777222,MD,MD-RS,BÄƒlÈ›i
BZZ,RAF Brize Norton,51.75,-1.58362,GB,GB-ENG,Brize Norton
CAA,Catacamas Airport,14.91699982,-85.90000153,HN,HN-OL,Catacamas
CAB,Cabinda Airport,-5.596990108,12.18840027,AO,AO-CAB,Cabinda
CAC,Cascavel Airport,-25.00029945,-53.50080109,BR,BR-PR,Cascavel
CAD,Wexford County Airport,44.27529907,-85.41889954,US,US-MI,Cadillac
CAE,Columbia Metropolitan Airport,33.93880081,-81.11949921,US,US-SC,Columbia
CAF,Carauari Airport,-4.871520042,-66.89749908,BR,BR-AM,Carauari
CAG,Cagliari Elmas Airport,39.251499,9.05428,IT,IT-88,Cagliari
CAH,CÃ  Mau Airport,9.177667,105.177778,VN,VN-59,Ca Mau City
CAI,Cairo International Airport,30.12190056,31.40559959,EG,EG-C,Cairo
CAJ,Canaima Airport,6.231988907,-62.85443115,VE,VE-F,Canaima
CAK,Akron Canton Regional Airport,40.91609955,-81.44219971,US,US-OH,Akron
CAL,Campbeltown Airport,55.43719864,-5.686389923,GB,GB-SCT,Campbeltown
CAM,Camiri Airport,-20.00639915,-63.52780151,BO,BO-S,Camiri
CAN,Guangzhou Baiyun International Airport,23.39240074,113.2990036,CN,CN-44,Guangzhou
CAO,Clayton Municipal Airpark,36.44620132,-103.1669998,US,US-NM,Clayton
CAP,Cap Haitien International Airport,19.733,-72.194702,HT,HT-ND,Cap Haitien
CAQ,Juan H White Airport,7.96847,-75.1985,CO,CO-ANT,Caucasia
CAR,Caribou Municipal Airport,46.87149811,-68.01789856,US,US-ME,Caribou
CAS,Anfa Airport,33.55329895,-7.661389828,MA,MA-CAS,Casablanca
CAT,Cascais Airport,38.724998,-9.35523,PT,PT-11,Cascais
CAU,Caruaru Airport,-8.282389641,-36.01350021,BR,BR-PE,Caruaru
CAV,Cazombo Airport,-11.89309978,22.91640091,AO,AO-MOX,Cazombo
CAW,Bartolomeu Lisandro Airport,-21.69829941,-41.30170059,BR,BR-RJ,Campos Dos Goytacazes
CAX,Carlisle Airport,54.9375,-2.809170008,GB,GB-ENG,Carlisle
CAY,Cayenne-Rochambeau Airport,4.819809914,-52.36040115,GF,GF-CY,Cayenne / Rochambeau
CAZ,Cobar Airport,-31.53829956,145.7940063,AU,AU-NSW,
CBB,Jorge Wilsterman International Airport,-17.42110062,-66.17710114,BO,BO-C,Cochabamba
CBC,Cherrabun Airport,-18.91777778,125.5377778,AU,AU-WA,
CBD,Car Nicobar Air Force Station,9.152509689,92.81960297,IN,IN-AN,
CBE,Greater Cumberland Regional Airport,39.61539841,-78.7609024,US,US-MD,Cumberland
CBF,Council Bluffs Municipal Airport,41.25920105,-95.76059723,US,US-IA,Council Bluffs
CBG,Cambridge Airport,52.205002,0.175,GB,GB-ENG,Cambridge
CBH,BÃ©char Boudghene Ben Ali Lotfi Airport,31.64570045,-2.269860029,DZ,DZ-08,BÃ©char
CBI,Cape Barren Island Airport,-40.39170074,148.0169983,AU,AU-TAS,
CBJ,Cabo Rojo Airport,17.92900085,-71.64479828,DO,DO-16,Cabo Rojo
CBK,Shalz Field,39.42750168,-101.0469971,US,US-KS,Colby
CBL,"Aeropuerto ""General Tomas de Heres"". Ciudad Bolivar",8.122160912,-63.53695679,VE,VE-F,
CBM,Columbus Air Force Base,33.64379883,-88.44380188,US,US-MS,Columbus
CBN,Penggung Airport,-6.756140232,108.5400009,ID,ID-JB,Cirebon-Java Island
CBO,Awang Airport,7.165239811,124.2099991,PH,PH-MAG,Cotabato City
CBQ,Margaret Ekpo International Airport,4.976019859,8.347200394,NG,NG-CR,Calabar
CBR,Canberra International Airport,-35.30690002,149.1950073,AU,AU-ACT,Canberra
CBS,Oro Negro Airport,10.33069992,-71.32250214,VE,VE-V,Cabimas
CBT,Catumbela Airport,-12.4792,13.4869,AO,AO-BGU,Catumbela
CBU,Cottbus-Drewitz Airport,51.889442,14.531944,DE,DE-BR,Cottbus
CBV,Coban Airport,15.46899986,-90.40670013,GT,GT-AV,Coban
CBW,Campo MourÃ£o Airport,-24.00919914,-52.35680008,BR,BR-PR,Campo MourÃ£o
CBX,Condobolin Airport,-33.06439972,147.2089996,AU,AU-NSW,
CBY,Canobie Airport,-19.47940063,140.927002,AU,AU-QLD,Canobie
CCA,Chimore Airport,-16.976834,-65.145568,BO,BO-C,Chimore
CCB,Cable Airport,34.11159897,-117.6880035,US,US-CA,Upland
CCC,Jardines Del Rey Airport,22.46100044,-78.32839966,CU,CU-08,Cayo Coco
CCD,Century City Heliport,34.06079865,-118.4179993,US,US-CA,Los Angeles
CCE,Capital International Airport,30.064358,31.837643,EG,EG-C,
CCF,Carcassonne Airport,43.2159996,2.306319952,FR,FR-K,Carcassonne/Salvaza
CCG,Crane County Airport,31.4151001,-102.362999,US,US-TX,Crane
CCH,Chile Chico Airport,-46.58330154,-71.68740082,CL,CL-AI,Chile Chico
CCI,ConcÃ_rdia Airport,-27.18059921,-52.05270004,BR,BR-SC,ConcÃ_rdia
CCJ,Calicut International Airport,11.13679981,75.95529938,IN,IN-KL,Calicut
CCK,Cocos (Keeling) Islands Airport,-12.18830013,96.83390045,CC,CC-U-A,Cocos (Keeling) Islands
CCL,Chinchilla Airport,-26.77499962,150.6170044,AU,AU-QLD,
CCM,DiomÃ_cio Freitas Airport,-28.72444344,-49.42139053,BR,BR-SC,CriciÃºma
CCN,Chakcharan Airport,34.53300095,65.26699829,AF,AF-GHO,Chakcharan
CCO,Carimagua Airport,4.56417,-71.3364,CO,CO-MET,Puerto LÃ_pez
CCP,Carriel Sur Airport,-36.772701,-73.063103,CL,CL-BI,Concepcion
CCR,Buchanan Field,37.98970032,-122.0569992,US,US-CA,Concord
CCS,SimÃ_n BolÃ_var International Airport,10.601194,-66.991222,VE,VE-X,Caracas
CCT,Colonia Catriel Airport,-37.91019821,-67.83499908,AR,AR-R,Colonia Catriel
CCU,Netaji Subhash Chandra Bose International Airport,22.65469933,88.44670105,IN,IN-WB,Kolkata
CCV,Craig Cove Airport,-16.264999,167.923996,VU,VU-MAP,Craig Cove
CCW,Cowell Airport,-33.66669846,136.8919983,AU,AU-SA,
CCX,CÃ¡ceres Airport,-16.04360008,-57.62990189,BR,BR-MT,CÃ¡ceres
CCY,Northeast Iowa Regional Airport,43.07260132,-92.6108017,US,US-IA,Charles City
CCZ,Chub Cay Airport,25.41710091,-77.88089752,BS,BS-NB,
CDA,Cooinda Airport,-12.90330029,132.5319977,AU,AU-NT,
CDB,Cold Bay Airport,55.20610046,-162.7250061,US,US-AK,Cold Bay
CDC,Cedar City Regional Airport,37.70100021,-113.098999,US,US-UT,Cedar City
CDD,Cauquira Airport,15.316667,-83.591667,HN,HN-GD,Cauquira
CDE,Chengde Puning Airport,41.1225,118.073889,CN,CN-13,Chengde
CDF,Cortina Airport,46.57300186,12.11800003,IT,IT-34,Cortina D'Ampezzo
CDG,Charles de Gaulle International Airport,49.012798,2.55,FR,FR-J,Paris
CDH,Harrell Field,33.62279892,-92.76339722,US,US-AR,Camden
CDI,Cachoeiro do Itapemirim Airport,-20.83429909,-41.18560028,BR,BR-ES,Cachoeiro Do Itapemirim
CDJ,ConceiÃ§Ã£o do Araguaia Airport,-8.348349571,-49.30149841,BR,BR-PA,ConceiÃ§Ã£o Do Araguaia
CDL,Candle 2 Airport,65.90769959,-161.9259949,US,US-AK,Candle
CDN,Woodward Field,34.28359985,-80.56490326,US,US-SC,Camden
CDO,Cradock Airport,-32.15670013,25.64559937,ZA,ZA-EC,Cradock
CDP,Kadapa Airport,14.51,78.772778,IN,IN-AP,Kadapa
CDQ,Croydon Airport,-18.22500038,142.2579956,AU,AU-QLD,
CDR,Chadron Municipal Airport,42.83760071,-103.0950012,US,US-NE,Chadron
CDS,Childress Municipal Airport,34.43379974,-100.288002,US,US-TX,Childress
CDT,CastellÃ_n-Costa Azahar Airport,40.213889,0.073333,ES,ES-CS,CastellÃ_n de la Plana
CDU,Camden Airport,-34.04029846,150.6869965,AU,AU-NSW,
CDV,Merle K (Mudhole) Smith Airport,60.4917984,-145.4779968,US,US-AK,Cordova
CDW,Essex County Airport,40.87519836,-74.28140259,US,US-NJ,Caldwell
CDY,Cagayan de Sulu Airport,7.013999939,118.4960022,PH,PH-TAW,Mapun
CEA,Cessna Aircraft Field,37.64860153,-97.25060272,US,US-KS,Wichita
CEB,Mactan Cebu International Airport,10.30749989,123.9789963,PH,PH-CEB,Lapu-Lapu City
CEC,Jack Mc Namara Field Airport,41.78020096,-124.2369995,US,US-CA,Crescent City
CED,Ceduna Airport,-32.13059998,133.7100067,AU,AU-SA,
CEE,Cherepovets Airport,59.27360153,38.01580048,RU,RU-VLG,Cherepovets
CEF,Westover ARB/Metropolitan Airport,42.19400024,-72.53479767,US,US-MA,Springfield/Chicopee
CEG,Hawarden Airport,53.17810059,-2.977780104,GB,GB-WLS,Hawarden
CEH,Chelinda Malawi Airport,-10.55000019,33.79999924,MW,MW-RU,
CEI,Chiang Rai International Airport,19.95229912,99.88289642,TH,TH-57,Chiang Rai
CEJ,Chernihiv Shestovitsa Airport,51.40219879,31.1583004,UA,UA-74,Chernigow
CEK,Chelyabinsk Balandino Airport,55.305801,61.5033,RU,RU-CHE,Chelyabinsk
CEL,Cape Eleuthera Airport,24.7861,-76.2962,BS,BS-RS,Cape Eleuthera
CEM,Central Airport,65.57379913,-144.7830048,US,US-AK,Central
CEN,Ciudad ObregÃ_n International Airport,27.39259911,-109.8330002,MX,MX-SON,Ciudad ObregÃ_n
CEO,Waco Kungo Airport,-11.42640018,15.10140038,AO,AO-CUS,Waco Kungo
CEP,ConcepciÃ_n Airport,-16.13829994,-62.02859879,BO,BO-S,ConcepciÃ_n
CEQ,Cannes-Mandelieu Airport,43.542,6.95348,FR,FR-U,Cannes/Mandelieu
CER,Cherbourg-Maupertus Airport,49.65010071,-1.470280051,FR,FR-P,Cherbourg/Maupertus
CES,Cessnock Airport,-32.787498,151.341995,AU,AU-NSW,
CET,Cholet Le Pontreau Airport,47.08209991,-0.87706399,FR,FR-R,Cholet/Le Pontreau
CEU,Oconee County Regional Airport,34.6719017,-82.8864975,US,US-SC,Clemson
CEV,Mettel Field,39.69850159,-85.12969971,US,US-IN,Connersville
CEW,Bob Sikes Airport,30.77879906,-86.52210236,US,US-FL,Crestview
CEX,Chena Hot Springs Airport,65.05180359,-146.0469971,US,US-AK,Chena Hot Springs
CEY,Kyle Oakley Field,36.66460037,-88.37280273,US,US-KY,Murray
CEZ,Cortez Municipal Airport,37.3030014,-108.6279984,US,US-CO,Cortez
CFB,Cabo Frio Airport,-22.92169952,-42.07429886,BR,BR-RJ,Cabo Frio
CFC,CaÃ§ador Airport,-26.78840065,-50.93980026,BR,BR-SC,CaÃ§ador
CFD,Coulter Field,30.71570015,-96.33139801,US,US-TX,Bryan
CFE,Clermont-Ferrand Auvergne Airport,45.7867012,3.169169903,FR,FR-C,Clermont-Ferrand/Auvergne
CFF,Cafunfo Airport,-8.783610344,17.98970032,AO,AO-LNO,Cafunfo
CFG,Jaime Gonzalez Airport,22.14999962,-80.41419983,CU,CU-06,Cienfuegos
CFH,Clifton Hills Airport,-27.0182991,138.8919983,AU,AU-SA,Clifton Hills
CFI,Camfield Airport,-17.02169991,131.3269958,AU,AU-NT,
CFK,Ech Cheliff Airport,36.21269989,1.331769943,DZ,DZ-02,
CFM,Conklin (Leismer) Airport,55.695301,-111.278999,CA,CA-AB,Conklin
CFN,Donegal Airport,55.0442009,-8.340999603,IE,IE-DL,Donegal
CFO,Confresa Airport,-10.63440037,-51.56359863,BR,BR-MT,Confresa
CFP,Carpentaria Downs Airport,-18.7166996,144.3170013,AU,AU-QLD,Carpentaria Downs
CFQ,Creston Valley Regional Airport - Art Sutcliffe Field,49.03689957,-116.4980011,CA,CA-BC,Creston
CFR,Caen-Carpiquet Airport,49.1733017,-0.449999988,FR,FR-P,Caen/Carpiquet
CFS,Coffs Harbour Airport,-30.32060051,153.1159973,AU,AU-NSW,Coffs Harbour
CFT,Greenlee County Airport,32.95280075,-109.2099991,US,US-AZ,Clifton/Morenci
CFU,Ioannis Kapodistrias International Airport,39.60189819,19.9116993,GR,GR-22,Kerkyra Island
CFV,Coffeyville Municipal Airport,37.09400177,-95.57189941,US,US-KS,Coffeyville
CGA,Craig Seaplane Base,55.47880173,-133.147995,US,US-AK,Craig
CGB,Marechal Rondon Airport,-15.65289974,-56.11669922,BR,BR-MT,CuiabÃ¡
CGC,Cape Gloucester Airport,-5.458965,148.432417,PG,PG-WBK,Cape Gloucester
CGD,Changde Airport,28.91889954,111.6399994,CN,CN-43,Changde
CGE,Cambridge Dorchester Airport,38.53929901,-76.03040314,US,US-MD,Cambridge
CGF,Cuyahoga County Airport,41.56510162,-81.48639679,US,US-OH,Cleveland
CGG,Casiguran Airport,16.1941,122.0651,PH,PH-AUR,Casiguran
CGH,Congonhas Airport,-23.62611008,-46.65638733,BR,BR-SP,SÃ£o Paulo
CGI,Cape Girardeau Regional Airport,37.22529984,-89.57080078,US,US-MO,Cape Girardeau
CGJ,Kasompe Airport,-12.57279968,27.89389992,ZM,ZM-08,Chingola
CGK,Soekarno-Hatta International Airport,-6.12556982,106.6559982,ID,ID-BT,Jakarta
CGM,Camiguin Airport,9.253520012,124.7070007,PH,PH-CAM,
CGN,Cologne Bonn Airport,50.86589813,7.142739773,DE,DE-NW,Cologne
CGO,Zhengzhou Xinzheng International Airport,34.5196991,113.8410034,CN,CN-41,Zhengzhou
CGP,Shah Amanat International Airport,22.24959946,91.81330109,BD,BD-2,Chittagong
CGQ,Longjia Airport,43.99620056,125.6849976,CN,CN-22,Changchun
CGR,Campo Grande Airport,-20.46870041,-54.67250061,BR,BR-MS,Campo Grande
CGS,College Park Airport,38.98059845,-76.92230225,US,US-MD,College Park
CGT,Chinguetti Airport,20.5055,-12.3978,MR,MR-07,Chinguetti
CGV,Caiguna Airport,-32.26499939,125.4929962,AU,AU-WA,
CGX,Chicago Meigs Airport,41.85879898,-87.60790253,US,US-IL,Chicago
CGY,Laguindingan Airport,8.612203,124.456496,PH,PH-MSR,Cagayan de Oro City
CGZ,Casa Grande Municipal Airport,32.954899,-111.766998,US,US-AZ,Casa Grande
CHA,Lovell Field,35.03530121,-85.20379639,US,US-TN,Chattanooga
CHB,Chilas Airport,35.42670059,74.08170319,PK,PK-NA,Chilas
CHC,Christchurch International Airport,-43.48939896,172.5319977,NZ,NZ-CAN,Christchurch
CHE,Reeroe Airport,51.93333435,-10.23333263,IE,IE-KY,Caherciveen
CHF,Jinhae Airbase/Airport (G-813/K-10),35.140248,128.696229,KR,KR-48,Jinhae
CHG,Chaoyang Airport,41.538101,120.434998,CN,CN-21,Chaoyang
CHH,Chachapoyas Airport,-6.201809883,-77.85610199,PE,PE-AMA,Chachapoyas
CHJ,Chipinge Airport,-20.20669937,32.62829971,ZW,ZW-MA,Chipinge
CHK,Chickasha Municipal Airport,35.09740067,-97.96769714,US,US-OK,Chickasha
CHL,Challis Airport,44.522999,-114.218002,US,US-ID,Challis
CHM,Teniente FAP Jaime A De Montreuil Morales Airport,-9.149609566,-78.52380371,PE,PE-ANC,Chimbote
CHN,Jeon Ju Airport (G-703),35.87808,127.119112,KR,KR-45,Jeon Ju
CHO,Charlottesville Albemarle Airport,38.1385994,-78.45290375,US,US-VA,Charlottesville
CHP,Circle Hot Springs Airport,65.48549652,-144.6109924,US,US-AK,Circle Hot Springs
CHQ,Chania International Airport,35.53170013,24.14970016,GR,GR-94,Souda
CHR,"ChÃ¢teauroux-DÃ©ols ""Marcel Dassault"" Airport",46.86027778,1.7211111,FR,FR-F,ChÃ¢teauroux/DÃ©ols
CHS,Charleston Air Force Base-International Airport,32.89860153,-80.04049683,US,US-SC,Charleston
CHT,Chatham Islands-Tuuta Airport,-43.81000137,-176.4570007,NZ,NZ-WGN,Waitangi
CHU,Chuathbaluk Airport,61.579102,-159.216003,US,US-AK,Chuathbaluk
CHV,Aerodromo de Chaves,41.722356,-7.463064,PT,PT-17,Chaves
CHX,Cap Manuel NiÃ±o International Airport,9.458962,-82.515062,PA,PA-1,Changuinola
CHY,Choiseul Bay Airport,-6.711944,156.396111,SB,SB-CH,
CHZ,Chiloquin State Airport,42.57944049,-121.8790627,US,US-OR,Chiloquin
CIA,Ciampinoâ€“G. B. Pastine International Airport,41.7994,12.5949,IT,IT-62,Rome
CIC,Chico Municipal Airport,39.79539871,-121.8580017,US,US-CA,Chico
CID,The Eastern Iowa Airport,41.88470078,-91.71080017,US,US-IA,Cedar Rapids
CIE,Collie Airport,-33.36669922,116.2170029,AU,AU-WA,Collie
CIF,Chifeng Airport,42.23500061,118.9079971,CN,CN-15,Chifeng
CIG,Craig Moffat Airport,40.49520111,-107.5220032,US,US-CO,Craig
CIH,Changzhi Airport,36.247501,113.125999,CN,CN-14,Changzhi
CII,Ã‡Ä±ldÄ±r Airport,37.81499863,27.89529991,TR,TR-09,AydÄ±n
CIJ,CapitÃ¡n AnÃ_bal Arab Airport,-11.04039955,-68.78299713,BO,BO-N,Cobija
CIK,Chalkyitsik Airport,66.64499664,-143.7400055,US,US-AK,Chalkyitsik
CIL,Council Airport,64.89790344,-163.7030029,US,US-AK,Council
CIM,Cimitarra Airport,6.367,-73.967,CO,CO-SAN,Cimitarra
CIN,Arthur N Neu Airport,42.0461998,-94.78900146,US,US-IA,Carroll
CIO,Teniente Col Carmelo Peralta Airport,-23.442363,-57.427253,PY,PY-1,ConcepciÃ_n
CIP,Chipata Airport,-13.55830002,32.58720016,ZM,ZM-03,Chipata
CIQ,Chiquimula Airport,14.83092,-89.520938,GT,GT-CQ,Chiquimula
CIR,Cairo Regional Airport,37.0644989,-89.21959686,US,US-IL,Cairo
CIS,Canton Island Airport,-2.76812005,-171.7100067,KI,KI-P,Abariringa
CIT,Shymkent Airport,42.36420059,69.47889709,KZ,KZ-YUZ,Shymkent
CIU,Chippewa County International Airport,46.25080109,-84.47239685,US,US-MI,Sault Ste Marie
CIV,Chomley Seaplane Base,55.217,-132.21,US,US-AK,Chomley
CIW,Canouan Airport,12.699,-61.3424,VC,VC-06,Canouan
CIX,Capitan FAP Jose A Quinones Gonzales International Airport,-6.787479877,-79.82810211,PE,PE-LAM,Chiclayo
CIY,Comiso Airport,36.994601,14.607182,IT,IT-82,Comiso
CIZ,Coari Airport,-4.134059906,-63.13259888,BR,BR-AM,Coari
CJA,Mayor General FAP Armando Revoredo Iglesias Airport,-7.139180183,-78.48940277,PE,PE-CAJ,Cajamarca
CJB,Coimbatore International Airport,11.02999973,77.04340363,IN,IN-TN,Coimbatore
CJC,El Loa Airport,-22.49819946,-68.9036026,CL,CL-AN,Calama
CJF,Coondewanna Airport,-22.9666996,118.8130035,AU,AU-WA,Coondewanna
CJH,Chilko Lake (Tsylos Park Lodge) Airport,51.62609863,-124.1419983,CA,CA-BC,Chilko Lake
CJJ,Cheongju International Airport/Cheongju Air Base (K-59/G-513),36.717008,127.498741,KR,KR-43,Cheongju
CJL,Chitral Airport,35.88660049,71.80059814,PK,PK-NW,Chitral
CJM,Chumphon Airport,10.71119976,99.36170197,TH,TH-86,
CJS,Abraham GonzÃ¡lez International Airport,31.63610077,-106.4290009,MX,MX-CHH,Ciudad JuÃ¡rez
CJT,San Antonio Copalar Airport,16.176701,-92.050598,MX,MX-CHP,ComitÃ¡n
CJU,Jeju International Airport,33.51129913,126.4929962,KR,KR-49,Jeju City
CKA,Kegelman AF Aux Field,36.7439003,-98.12310028,US,US-OK,Cherokee
CKB,North Central West Virginia Airport,39.29660034,-80.22810364,US,US-WV,Clarksburg
CKC,Cherkasy International Airport,49.41559982,31.99530029,UA,UA-71,Cherkasy
CKD,Crooked Creek Airport,61.86790085,-158.1349945,US,US-AK,Crooked Creek
CKE,Lampson Field,38.99060059,-122.901001,US,US-CA,Lakeport
CKG,Chongqing Jiangbei International Airport,29.71920013,106.6419983,CN,CN-50,Chongqing
CKH,Chokurdakh Airport,70.62310028,147.9019928,RU,RU-SA,Chokurdah
CKI,Croker Island Airport,-11.16499996,132.4830017,AU,AU-NT,
